"name","version","authors","licenses","license_links","approved","summary","description","homepage","install_path","package_manager","groups"
@nuxtjs/youch,3.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/poppinss/nuxt#readme,,Yarn,""
abbrev,1.1.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",Unknown,,Yarn,""
accepts,1.3.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
acorn,3.3.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/ternjs/acorn,,Yarn,""
acorn,4.0.13,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/ternjs/acorn,,Yarn,""
acorn,5.1.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/ternjs/acorn,,Yarn,""
acorn-dynamic-import,2.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/kesne/acorn-dynamic-import,,Yarn,""
acorn-jsx,3.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/RReverser/acorn-jsx,,Yarn,""
ajv,4.11.8,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/epoberezkin/ajv,,Yarn,""
ajv,5.2.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/epoberezkin/ajv,,Yarn,""
ajv-keywords,1.5.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/epoberezkin/ajv-keywords#readme,,Yarn,""
ajv-keywords,2.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/epoberezkin/ajv-keywords#readme,,Yarn,""
align-text,0.1.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/align-text,,Yarn,""
alphanum-sort,1.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/TrySound/alphanum-sort,,Yarn,""
ansi-escapes,1.4.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
ansi-escapes,2.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
ansi-html,0.0.7,"",Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Not approved,"","",https://github.com/Tjatse/ansi-html,,Yarn,""
ansi-regex,2.1.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
ansi-regex,3.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
ansi-styles,2.2.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
ansi-styles,3.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
anymatch,1.3.2,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",https://github.com/es128/anymatch,,Yarn,""
aproba,1.2.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",https://github.com/iarna/aproba,,Yarn,""
are-we-there-yet,1.1.4,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",https://github.com/iarna/are-we-there-yet,,Yarn,""
argparse,1.0.9,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
arr-diff,2.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/arr-diff,,Yarn,""
arr-flatten,1.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/arr-flatten,,Yarn,""
array-flatten,1.1.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/blakeembrey/array-flatten,,Yarn,""
array-union,1.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
array-uniq,1.0.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
array-unique,0.2.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/array-unique,,Yarn,""
arrify,1.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
asn1,0.2.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
asn1.js,4.9.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/indutny/asn1.js,,Yarn,""
assert,1.4.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/defunctzombie/commonjs-assert,,Yarn,""
assert-plus,0.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
assert-plus,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
async,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
async,2.5.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
async-each,1.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/paulmillr/async-each/,,Yarn,""
asynckit,0.4.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/alexindigo/asynckit#readme,,Yarn,""
autoprefixer,6.7.7,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
autoprefixer,7.1.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
aws-sign2,0.6.0,"",Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Not approved,"","",http://www.futurealoof.com,,Yarn,""
aws4,1.6.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://github.com/mhart,,Yarn,""
babel-code-frame,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-core,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-eslint,7.2.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/babel/babel-eslint,,Yarn,""
babel-generator,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-helper-builder-binary-assignment-operator-visitor,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-call-delegate,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-define-map,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-explode-assignable-expression,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-function-name,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-get-function-arity,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-hoist-variables,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-optimise-call-expression,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-regex,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-remap-async-to-generator,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-replace-supers,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-helper-vue-jsx-merge-props,2.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/vuejs/babel-helper-vue-jsx-merge-props#readme,,Yarn,""
babel-helpers,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-loader,7.1.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/babel/babel-loader,,Yarn,""
babel-messages,6.23.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-plugin-check-es2015-constants,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-jsx-event-modifiers,2.0.5,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-jsx-v-model,2.0.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/nickmessing/babel-plugin-jsx-v-model#readme,,Yarn,""
babel-plugin-jsx-vue-functional,2.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-syntax-async-functions,6.13.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-syntax-dynamic-import,6.18.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-syntax-exponentiation-operator,6.13.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-syntax-jsx,6.18.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-syntax-object-rest-spread,6.13.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-syntax-trailing-function-commas,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-async-to-generator,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-arrow-functions,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-block-scoped-functions,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-block-scoping,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-classes,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-computed-properties,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-destructuring,6.23.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-duplicate-keys,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-for-of,6.23.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-function-name,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-literals,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-modules-amd,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-modules-commonjs,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-modules-systemjs,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-modules-umd,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-object-super,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-parameters,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-shorthand-properties,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-spread,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-sticky-regex,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-template-literals,6.22.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-typeof-symbol,6.23.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-es2015-unicode-regex,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-exponentiation-operator,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-object-rest-spread,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-regenerator,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/babel/babel/tree/master/packages/babel-plugin-transform-regenerator,,Yarn,""
babel-plugin-transform-runtime,6.23.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-strict-mode,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-plugin-transform-vue-jsx,3.5.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/vuejs/babel-plugin-transform-vue-jsx#readme,,Yarn,""
babel-polyfill,6.23.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-preset-env,1.6.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-preset-es2015,6.24.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-preset-vue,1.2.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",github.com/egoist,,Yarn,""
babel-preset-vue-app,1.3.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-register,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-runtime,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
babel-template,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-traverse,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babel-types,6.26.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
babylon,6.18.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://babeljs.io/,,Yarn,""
balanced-match,0.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/juliangruber/balanced-match,,Yarn,""
balanced-match,0.4.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/juliangruber/balanced-match,,Yarn,""
balanced-match,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/juliangruber/balanced-match,,Yarn,""
base64-js,1.2.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/beatgammit/base64-js,,Yarn,""
bcrypt-pbkdf,1.0.1,"",New BSD,http://opensource.org/licenses/BSD-3-Clause,Not approved,"","",Unknown,,Yarn,""
big.js,3.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
binary-extensions,1.10.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
block-stream,0.0.9,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",http://blog.izs.me/,,Yarn,""
bluebird,3.5.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/petkaantonov/bluebird,,Yarn,""
bn.js,4.11.8,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/indutny/bn.js,,Yarn,""
boolbase,1.0.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",https://github.com/fb55/boolbase,,Yarn,""
boom,2.10.1,"",New BSD,http://opensource.org/licenses/BSD-3-Clause,Not approved,"","",Unknown,,Yarn,""
brace-expansion,1.1.8,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/juliangruber/brace-expansion,,Yarn,""
braces,1.8.5,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/braces,,Yarn,""
brorand,1.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/indutny/brorand,,Yarn,""
browserify-aes,1.0.8,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/browserify-aes,,Yarn,""
browserify-cipher,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
browserify-des,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/browserify-des#readme,,Yarn,""
browserify-rsa,4.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
browserify-sign,4.0.4,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",Unknown,,Yarn,""
browserify-zlib,0.1.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
browserslist,1.7.7,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
browserslist,2.4.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
buffer,4.9.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/feross/buffer,,Yarn,""
buffer-xor,1.0.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/buffer-xor,,Yarn,""
builtin-modules,1.1.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
builtin-status-codes,3.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",bendrucker.me,,Yarn,""
bytes,2.5.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://tjholowaychuk.com,,Yarn,""
caller-path,0.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://sindresorhus.com,,Yarn,""
callsites,0.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://sindresorhus.com,,Yarn,""
camel-case,3.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/blakeembrey/camel-case,,Yarn,""
camelcase,1.2.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://sindresorhus.com,,Yarn,""
camelcase,4.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
caniuse-api,1.6.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
caniuse-api,2.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
caniuse-db,1.0.30000738,"",CC-BY-4.0,"",Not approved,"","",Unknown,,Yarn,""
caniuse-lite,1.0.30000738,"",CC-BY-4.0,"",Not approved,"","",http://beneb.info,,Yarn,""
caseless,0.12.0,"",Apache 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,Not approved,"","",Unknown,,Yarn,""
center-align,0.1.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/center-align,,Yarn,""
chalk,1.1.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
chalk,2.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
chokidar,1.7.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/paulmillr/chokidar,,Yarn,""
cipher-base,1.0.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/cipher-base#readme,,Yarn,""
circular-json,0.3.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/WebReflection/circular-json,,Yarn,""
clap,1.2.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/lahmatiy/clap,,Yarn,""
clean-css,4.1.9,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jakubpawlowicz/clean-css,,Yarn,""
cli-cursor,2.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
cli-width,2.2.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",https://github.com/knownasilya/cli-width,,Yarn,""
cliui,2.1.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",Unknown,,Yarn,""
cliui,3.2.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",Unknown,,Yarn,""
clone,1.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://paul.vorba.ch/,,Yarn,""
clone,2.1.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://paul.vorba.ch/,,Yarn,""
clone-buffer,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://gulpjs.com/,,Yarn,""
clone-stats,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/hughsk/clone-stats,,Yarn,""
cloneable-readable,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/mcollina/cloneable-readable#readme,,Yarn,""
co,4.6.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
coa,1.0.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://github.com/veged/coa,,Yarn,""
code-point-at,1.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",sindresorhus.com,,Yarn,""
color,0.11.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
color,1.0.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
color-convert,1.9.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
color-name,1.1.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/dfcreative/color-name,,Yarn,""
color-string,0.3.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
color-string,1.5.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
colormin,1.1.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/ben-eb/colormin,,Yarn,""
colors,1.0.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/Marak/colors.js,,Yarn,""
colors,1.1.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/Marak/colors.js,,Yarn,""
combined-stream,1.0.5,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/felixge/node-combined-stream,,Yarn,""
commander,2.11.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
commondir,1.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://substack.net,,Yarn,""
compressible,2.0.11,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
compression,1.7.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
concat-map,0.0.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://substack.net,,Yarn,""
concat-stream,1.6.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
connect,3.6.5,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://tjholowaychuk.com,,Yarn,""
console-browserify,1.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/Raynos/console-browserify,,Yarn,""
console-control-strings,1.1.0,"",ISC,http://en.wikipedia.org/wiki/ISC_license,Not approved,"","",http://re-becca.org/,,Yarn,""
consolidate,0.14.5,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
constants-browserify,1.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/juliangruber/constants-browserify,,Yarn,""
contains-path,0.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/jonschlinkert/contains-path,,Yarn,""
content-disposition,0.5.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
content-type,1.0.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
convert-source-map,1.5.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/thlorenz/convert-source-map,,Yarn,""
cookie,0.3.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
cookie-signature,1.0.6,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
core-js,2.5.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
core-util-is,1.0.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://blog.izs.me/,,Yarn,""
cosmiconfig,2.2.2,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/davidtheclark/cosmiconfig#readme,,Yarn,""
create-ecdh,4.0.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/createECDH,,Yarn,""
create-hash,1.1.3,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/createHash,,Yarn,""
create-hmac,1.1.6,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/createHmac,,Yarn,""
cross-spawn,5.1.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://indigounited.com,,Yarn,""
cryptiles,2.0.5,"",New BSD,http://opensource.org/licenses/BSD-3-Clause,Not approved,"","",Unknown,,Yarn,""
crypto-browserify,3.11.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/crypto-browserify/crypto-browserify,,Yarn,""
css-color-function,1.3.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
css-color-names,0.0.4,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",http://www.daveeddy.com,,Yarn,""
css-loader,0.28.7,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
css-select,1.2.0,"",Simplified BSD,http://opensource.org/licenses/bsd-license,Not approved,"","",Unknown,,Yarn,""
css-selector-parser,1.3.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",Unknown,,Yarn,""
css-selector-tokenizer,0.7.0,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/css-modules/css-selector-tokenizer,,Yarn,""
css-unit-converter,1.1.1,"",MIT,http://opensource.org/licenses/mit-license,Not approved,"","",https://github.com/andyjansson/css-unit-converter,,Yarn,""
css-what,2.1.0,"",Simplified BSD,http://opensource.org/licenses/bsd-license,Not approved,"","",http://feedic.com,,Yarn,""
